"Data Source","World Development Indicators",

"Last Updated Date","2023-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Armenia","ARM","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9105682373047","","","","","","","","","","","100","99.8616714477539","","","","100","","","","","100","99.8761901855469","","","","","99.8761901855469","99.8741607666016","","","99.8973617553711","","",
"American Samoa","ASM","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","97.4436492919922","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Austria","AUT","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Azerbaijan","AZE","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9014892578125","","","","","","","100","99.9889678955078","","99.9457931518555","99.9333267211914","99.9317626953125","99.9176712036133","99.9266967773438","99.9363784790039","99.9201126098633","99.9164810180664","99.9131088256836","","99.9061889648438","","","",
"Burundi","BDI","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","21.4868602752686","","","","","","","","","","","48.0112609863281","","","","","","","","","","70.3653030395508","","","","","52.8300018310547","","","57.3210296630859","","66.5100021362305","","","","74.9589080810547","","","85.6185531616211","","","","91.8199996948242","",
"Belgium","BEL","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","18.2551803588867","","","","","","","","","","","","","26.6902904510498","","","","","","","","","31.8500003814697","33.2379989624023","","","","30.7865505218506","","","","","","40.9383811950684","","","","","","51.9436187744141","","","57.2700004577637","",
"Burkina Faso","BFA","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","6.66406011581421","","","","","","","","","","","","","","","","14.1737499237061","","","","","13.9853401184082","","","","","","","24.8113708496094","","26.4829006195068","26.5341205596924","33.1253204345703","","","27.2399997711182","","","","43.9858283996582","","","","54.4506683349609","","","64.1800003051758","",
"Bangladesh","BGD","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","27.1510105133057","","","","","","","","","","37.9897499084473","","","","","","","","","100","60.2562294006348","","","","","87.1999969482422","67.4885711669922","","","","79.5444869995117","79.3692016601563","86.9257888793945","86.4806671142578","89.5350570678711","93.5353164672852","94.3777618408203","94.9125900268555","96.087760925293","95.8587493896484","","",
"Bulgaria","BGR","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.1097717285156","","","","","","","","","","97.6510620117188","","","","","","","","","","97.8300018310547","",
"Bahrain","BHR","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","82.0774230957031","","","","","","","","","","96.5787734985352","","","","","","","","","","97.2506103515625","","","","","","","","","95.1241836547852","100","","","","","","","","","","","",
"Bahamas, The","BHS","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.7354583740234","","","","","","","","","99.8436279296875","","","","","","99.8199996948242","","","","","99.1504364013672","","99.6674728393555","","","","","","","","99.7300033569336","",
"Belarus","BLR","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.800537109375","","","","","","","","","","99.8282089233398","","","","","","99.9800033569336","","","","99.8473892211914","","","100","","","","","","","99.8998336791992","","","",
"Belize","BLZ","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.0163192749023","","","","","","","","","84.5423431396484","88.3000030517578","","","","","95.129997253418","","","","","96.5999984741211","","","","","","","","","","","",
"Bermuda","BMU","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","75.8401412963867","","","","","","","","","","","","","","","","91.5659790039063","","","","","","","","","96.114616394043","","96.6699981689453","","","","99.1445770263672","98.8794097900391","99.0842971801758","","98.7720184326172","98.82861328125","","","99.4042129516602","","","","","99.5289611816406","","",
"Brazil","BRA","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","85.2365493774414","","","","","","","","","","","","","","","","","","","","95.7190170288086","","","","97.9038619995117","","98.3616561889648","98.5594329833984","98.5311126708984","98.6920394897461","98.3187408447266","99.0731506347656","99.0208206176758","99.2297210693359","99.2503128051758","99.3467025756836","99.4553298950195","99.4813385009766","99.4315338134766","","","99.5999984741211","",
"Barbados","BRB","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","99.8000030517578","","","","","","","","","","99.9000015258789","","","","99.9000015258789","","","","","","","","","","99.9000015258789","","","","","","","","","","99.9000015258789","","","","","","","","100","","99.9000015258789","","","","","","","","",
"Brunei Darussalam","BRN","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","93.2389221191406","","","","","","","","","","98.0837936401367","","","","","","","","","","98.9121704101563","","","","","","","","","","99.5460586547852","","","","","","","99.7896575927734","","","99.8300018310547","",
"Bhutan","BTN","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.9642562866211","","","","","63.3400001525879","","82.1790390014648","","","","","92.8911209106445","","","","97.3600006103516","",
"Botswana","BWA","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.2518768310547","","","","","","","","","","","","95.5960235595703","","","","","","","","","","99.1395416259766","","","","","","","","","",
"Central African Republic","CAF","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","20.3383598327637","","","","","","","","","","","","","34.851749420166","","","","","","","","","","","","49.0193481445313","","","","","","21.5100002288818","","","","26.9713306427002","","","","","","","","28.7066593170166","","29.1100006103516","","",
"Canada","CAN","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","99.2975006103516","99.3022689819336","99.305290222168","99.3427963256836","99.3412094116211","99.3408508300781","99.3428726196289","99.3376312255859","99.3460388183594","99.3474502563477","99.3485107421875","99.3536987304688","99.3546600341797","99.3564300537109","99.3595733642578","99.3647537231445","99.3665313720703","99.3781509399414","99.1614379882813","99.1526565551758","99.1464385986328","99.1373596191406","99.122673034668","99.1071472167969","99.0983810424805","99.0850219726563","99.0771102905273","99.0756988525391","99.350959777832","99.3791275024414","99.4078216552734","99.428108215332","99.456169128418","99.4789581298828","99.4974670410156","99.5248184204102","99.5382080078125","99.5455627441406","99.5507278442383","99.5551223754883","","",
"Switzerland","CHE","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","97.1165313720703","","","","","","","","","","98.7008590698242","","","","","","","","","","99.1833419799805","","","","","","99.1958084106445","98.890022277832","","99.6053695678711","","99.0869369506836","","99.440559387207","","99.0115585327148","","","","99.0100021362305","",
"China","CHN","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","82.0992202758789","","","","","","","","91.4546966552734","","","","","","","","","","98.5048599243164","","","","","","","","","","99.5930404663086","","","","","","","","99.7833786010742","","99.8199996948242","","",
"Cote d'Ivoire","CIV","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.8459396362305","","","","","","","","","","39.8490905761719","","52.125171661377","","","","","","38.5699996948242","","","","","","38.7500801086426","","47.0397491455078","","","","","76.4131393432617","","","",
"Cameroon","CMR","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","59.0631790161133","","","","","","","","","","","","","","","","","","","","","","","","77.9624862670898","","","","67.6500015258789","","64.6699981689453","77.482048034668","","","76.4209289550781","73.4100036621094","","","100","","","","82.4100036621094","","83.8300018310547","","",
"Congo, Dem. Rep.","COD","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.0906982421875","","","","","","53.2502212524414","","","64.3199996948242","","76.6585006713867","76.5800018310547","","","79.71484375","","","","","84.8499984741211","",
"Congo, Rep.","COG","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","82.8272018432617","","","","","","","","","","","","","","","","","","","","","70.5433120727539","","","","","","76.9460830688477","","","","","","","78.7423095703125","","","79.5","",
"Colombia","COL","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.2814407348633","","","97.5667419433594","","","","100","","","","98.4106826782227","98.374870300293","98.1949081420898","98.4189987182617","98.426872253418","98.4347229003906","98.5171966552734","98.7243423461914","","","98.9728469848633","98.9153366088867","99.0252685546875","","99.0696029663086","99.1556930541992","99.294059753418","","",
"Comoros","COM","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","54.899040222168","","","","","","","","","","","","","","","","","","","","77.5576171875","","","","","","","","","","","","69.5952224731445","","","","","","78.302360534668","","","82.0699996948242","",
"Cabo Verde","CPV","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.4150924682617","","","","","","","","","","96.629997253418","","","","","","","","","","","","98.3981781005859","","","98.7301788330078","","","","","","99.1999969482422","",
"Costa Rica","CRI","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","97.5381317138672","","","","","","","","","","","","","","","","98.0384063720703","","","","","","","","","","","99.2581176757813","","","","","","","99.5299987792969","","","99.6100006103516","",
"Caribbean small states","CSS","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.9218597412109","94.9491195678711","95.0846862792969","95.2000122070313","95.323356628418","95.5420532226563","95.8691864013672","96.0539398193359","96.3277893066406","96.4942932128906","96.6345367431641","96.7763290405273","96.9341735839844","96.9083099365234","97.3518981933594","97.3982620239258","97.4291000366211","97.4293518066406","97.4953079223633","97.3921813964844","97.7678833007813","97.8255996704102","97.8440399169922","97.9060134887695","97.9564514160156","98.0044937133789","98.050910949707","98.0956726074219","","",
"Cuba","CUB","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9536895751953","","","","","","","","","","99.8952026367188","","","","","","","97.8399963378906","","99.8952026367188","",
"Curacao","CUW","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.6233291625977","","","","","","","","","","98.6233291625977","","","","98.6233291625977","",
"Cyprus","CYP","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6641998291016","","","","","","","","","99.8152389526367","","","","","","","","","","99.8383102416992","","","","","","","","","","99.9100036621094","",
"Czechia","CZE","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Germany","DEU","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Djibouti","DJI","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.810001373291","","","","","","","","","","","","","","","","",
"Dominica","DMA","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominican Republic","DOM","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","83.9385299682617","","","","","","","","","","","","","","","","","","","","","95.4170532226563","","","","","96.9307327270508","","","97.8834915161133","98.0537490844727","97.7692337036133","98.2525177001953","98.044807434082","98.0309600830078","98.8673706054688","","","","","98.7600021362305","",
"Algeria","DZA","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.2114791870117","","","","","","","","","","","","","","","86.1339874267578","","","","89.1382369995117","","91.7399291992188","","","","","","","","","","97.2521591186523","84.1600036621094","","","",
"East Asia & Pacific (excluding high income)","EAP","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","74.4286499023438","74.6461334228516","76.545051574707","78.48046875","80.3918533325195","82.0263137817383","83.7784805297852","84.6171875","85.7432479858398","86.7583312988281","87.6319732666016","89.2016296386719","91.3948669433594","91.7066497802734","92.0009689331055","92.342399597168","92.6698226928711","92.9595794677734","93.3583908081055","93.7621536254883","94.0809707641602","97.2040100097656","97.3273315429688","97.4460525512695","97.4536590576172","97.5683364868164","97.6972808837891","97.9088287353516","98.0303802490234","98.1470413208008","97.9372024536133","98.3563537597656","98.7888793945313","98.7772064208984","98.7771606445313","98.3431930541992","98.3820724487305","98.4370880126953","98.6516036987305","98.6836166381836","98.7212677001953","98.7634429931641","98.7495193481445","99.1517181396484","99.1997909545898","","",
"Early-demographic dividend","EAR","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","50.385009765625","50.7335014343262","51.7036514282227","52.6828002929688","53.6167602539063","54.4863891601563","55.2632293701172","56.2208518981934","57.1061897277832","58.1939392089844","59.1238212585449","60.0654182434082","61.560661315918","60.7822608947754","61.9977607727051","63.4054985046387","64.4997482299805","65.8047180175781","66.662971496582","67.918701171875","69.2079086303711","70.2991333007813","71.2088165283203","72.8736801147461","74.0576171875","75.0926666259766","76.0314407348633","77.09619140625","77.9294815063477","79.2084503173828","79.2160034179688","80.2976608276367","81.1634292602539","83.0237808227539","83.9606628417969","84.5242309570313","85.0991821289063","85.9274978637695","87.0234985351563","87.9648208618164","88.8720092773438","89.5745162963867","89.9987411499023","90.1438293457031","90.8288726806641","91.2335815429688","","",
"East Asia & Pacific","EAS","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","75.9835968017578","76.19580078125","77.9275512695313","79.6846466064453","81.4105224609375","82.8891830444336","84.4754180908203","85.2318801879883","86.2569198608398","87.1870574951172","87.9851531982422","89.4575805664063","91.4882888793945","91.7803115844727","92.0571517944336","92.380989074707","92.6884002685547","92.9585723876953","93.3440170288086","93.7532730102539","94.0754623413086","96.9511337280273","97.0749816894531","97.2188262939453","97.2395935058594","97.3614501953125","97.495719909668","97.7221298217773","97.8518981933594","97.9754180908203","97.7898712158203","98.2035522460938","98.6292419433594","98.6226501464844","98.591178894043","98.1613006591797","98.2058181762695","98.2654876708984","98.5252685546875","98.5638198852539","98.6054611206055","98.6507873535156","98.6417388916016","99.0476608276367","99.0984878540039","","",
"Europe & Central Asia (excluding high income)","ECA","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","96.4466781616211","97.3408966064453","97.3796615600586","97.4402465820313","97.5141372680664","97.6022796630859","97.4064712524414","97.5158004760742","97.5880508422852","97.6820297241211","97.7799224853516","97.8755035400391","97.9679794311523","98.0619430541992","98.1445999145508","98.2520904541016","98.3282318115234","98.3269424438477","98.3895034790039","98.4421234130859","98.4715728759766","98.4733963012695","98.6388626098633","98.6611022949219","98.6896667480469","98.7309188842773","99.1306533813477","99.2460632324219","99.3867492675781","99.4659194946289","99.5310134887695","99.5699234008789","99.6129379272461","99.6889190673828","99.7467422485352","99.7804718017578","99.8195571899414","99.8231430053711","","",
"Europe & Central Asia","ECS","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.5774612426758","98.6113891601563","98.5709915161133","98.6164474487305","98.6603088378906","98.6945190429688","98.730842590332","98.7717132568359","98.7914123535156","98.8044281005859","98.7762298583984","98.8156661987305","98.8648071289063","98.8873672485352","98.8948822021484","98.9824066162109","98.9991607666016","99.027473449707","99.0497131347656","99.2908172607422","99.3688125610352","99.4522171020508","99.4957733154297","99.530403137207","99.5590133666992","99.5857467651367","99.6209411621094","99.6636428833008","99.6784133911133","99.701530456543","99.7059478759766","","",
"Ecuador","ECU","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","92.2789306640625","","","","","","","","95.833251953125","","","","","","","","","","","96.4934463500977","","","","","","98.5642166137695","98.4751968383789","98.8830871582031","98.8541030883789","98.8053207397461","98.8945388793945","98.6324768066406","99.1869277954102","98.9122924804688","99.1369171142578","99.4024200439453","","","99.0905380249023","99.4918365478516","",
"Egypt, Arab Rep.","EGY","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","38.1226387023926","","","","","","","","","","54.0046615600586","","","","","","","","","","66.9315414428711","","","","77.1900024414063","","","","","78.7751770019531","81.7514495849609","","87.7300033569336","","84.3069305419922","","86.0515899658203","90.3254013061523","94.0800018310547","5.59000015258789","","86.810546875","","","","90.8600006103516","",
"Euro area","EMU","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.4833984375","","","","","","82.5765228271484","","","","","","","","","","92.7140274047852","","","","",
"Spain","ESP","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","98.642578125","","","","","","","","","","99.5696792602539","","","","","","","","","","","","","99.5349578857422","99.5020904541016","99.4757537841797","99.5581130981445","99.6026077270508","99.5573196411133","99.6863632202148","99.7459716796875","99.7057189941406","99.6428909301758","99.6868133544922","99.6941909790039","99.6060562133789","","99.743896484375","","99.7550430297852","","",
"Estonia","EST","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9045028686523","","","","","","","","","","","99.813362121582","","","","","","","","","","","99.9590377807617","","","","","","","","","","99.9899978637695","",
